Image_File,Image_Text,IsSpam
../Data/Processed\Dredze Spam\2319.jpg,GMP Gaiiied Manuhchna >> Hoodia Maximum Strength >> Make losing weight a sure guarantee!  You've seen it an “60 Minutes"!  100% Wesetanan  ¢ Increase your energy levels ¢ Increase your metabolism Burn calories  Burn body fat Lose excess weight Maximum results seen after only afew weeks MAINTAIN your weight loss Receive up to 2 Month FREE supply!  Fool your brain inta believing that you are full Amazing but true!  Click Here while supplies Last!  ,Spam
../Data/Processed\Dredze Spam\2320.jpg,Office 2007 is available for enterprise users from November 30 2006. The end user version will be available in the begin- ning of 2007. The 2007 Microsoft Office System also known as Microsoft Office 2007 is the most recent version of Microsoft's productivity suite. Formerly known as Office 12 in the initial stages of its beta cycle it was scheduled to be made available to volume license customers on November 30 2006 with general availability following in early 2007.  START DOWNLOADING RIGHT NOW! www.oemofoem.com|  (Please don't click. Enter manually in address bar of your browser!) ,Spam
../Data/Processed\Dredze Spam\2321.jpg,ia pe gee ded gehen aogitced kuetn oh a hte Best stock for End of Year Year 2005 - read the story and you will see for yourself. Get WWEP First Thing Tuesday This Is Going To Explode  d next 5-7 days : : = Date: 29 Nov 2005 E # Company: Worldwide Biotech & Pharmaceutical Company j # Stock: WWEP.OB Current Price: $1.21 1 1 Month Target: $4-$6 E Buy: "strong : Expectations: Max § } Att Won Bosh Phamaceucal Company : HSE EF emacs cCREES NRO rom aor: | tanking phamaceutcal R&D abies Coad Manttachirng Pratdoss (GMP) hanced : tmanutaduing faites and awelesiabished massing nebuok in China and Southeast ‘The product ange of WAVBP covers Hepatic C Vive (HCV) product hagnoste medicines ard & Over The-Counter (OTC) dng WEP turentypossese2 9520 square mela of land and  {5360 square metes of GMP standard acter Wh tiong phamacouteal FAD abies ‘epedaly nthe HCV feld 1AVBP ha been known as the fet biotech company inthe wed o A hold the technology of eltrng intact HCV intro by ell ure  WNP has achieved a GMP producton soalelevel of 10000 mi for ooncentated HCVmatetal and 10 grams HCV anfigen permont which is expected t bring WASP conziderable gross Sale revenue each year and geaty sttengthen he company's R&D on ant-HCV dug sofeen G and HCV human vacche. URVTP had suocasstuly reached bao Memonam of Undemtanding of  MMargar Agreements mith pharmaceutical companies in China al of which have scalable  production and walrectabished sale netwodc and the aoqidng expected tobe fished Defoe the end of September 2205 The acqusitons wl stengthen WWEP's R&D abies and % production scale as well as extend its mawating netook thoughout China and Southeast Aca WB Ras bsnwaking dssy wt phamacutil esearch te and az eralehed [rer eit pret  # When this Stock moves - WATCH OUT? This is your chance to get # while itis stil lox. Big watch in play this Tuesday morning? i Put WWEP on your radar's now 3  ,Spam
../Data/Processed\Dredze Spam\2322.jpg,Fabulous Sex Toys  + Hypoallergenic 8 Dishwasher Safe High Quality Medical Grade Glass *Polariscope Tested To Ensure Integrity + Tempered For High Durability  + Slicker Than Traditional Materials  + Non-Porous Lubricants Last Longer  + Recommencied By Doctors  + New Designs Weekly  + Free Pouch With Every Purchase  Made In USI Click Here For - 100% Hand Blown Pyrex Glass Dildos  ,Spam
../Data/Processed\Dredze Spam\2323.jpg,Click Here to Romove ,Spam
../Data/Processed\Dredze Spam\2324.jpg,BrowseTheMeds SAVE ON HUNDREDS OF MEDICATIONS We believe ardering medication should be a: simple as ordering anything else on the Internet.  Private Secure and Easy! ave UP TO s0o%  _ Viagra 10Pills_ Special $94.45 ‘2 Cialic 10Pills Special $104.95  Valium “soPis $94.45 Frarz 30Pils Special § 136.45 Soma “soil $83.95  <= “hmbien “SoPirs $131.20  ll dispensed drugs are FDA approved! Il Prescriptiens are filed by Licersed Pharmacists! I drugs shipped via overnight delivery from the USA!  Click Here NO PRESCRIPTION REQUIRE!  ,Spam
../Data/Processed\Dredze Spam\2325.jpg,SO ante sitemeter ret mete ere re See ! Best stock for End of Year Year 2005 - reail the story and you will see | for yourself. Get WEP First Thing Friday This Is Going To Explode 5 nent 5-7 dayst  § Date: 25 Nov 2005  3 Company: Worldwide Biotech & Pharmaceutical Company Stocle WWEP.OB  a ‘Current Price: $1.04  ; 1 Month Target: 94-96  2 Buy: "Strong  Expectations: Max  2 About Worldwide Biotech & Phamaceutical Company  \Worldnide Biotech & Pharmaceutical Co. WWE" is a hitech biotech company ith tp ranking phamaceutoal R&D ailes Good Manufacturing Pracioes (GMP) heanced ‘manutaduingfaciitas and awal-established matting netwok i China and Southeast Asia ‘The product ange of WAVE covers Hepatitis C Vins (HCV) product diagnoste medicines and GverThe-Counter (OTC) dugs. WWEP curently possesses 35 B40 square meters ofland and {5360 square mete of GMP standard tacites Wh ttong phamacouteal FAD abies ‘spedaly nthe HCV feld VBP has been known az the fet biotech company inthe wed o hald the technology of culturing intact HCV in vite by call etre  \WhBP has achieved a GMP producon soalelevel of 10000 mi for ooncentated HCVmatedal and 10 grams HCV antigen permonth whichis pected io bing WWEP considerable gross Sale revenue each year and great strengthen the company's R&D on ant-HCV diug screen land HCV human vaccine. WEP had successfully reached oo Memofam of Undetstanding of # Merger Agreements mith harnaceutcal companies in China al of which have scalable  3 producion and wall-astabiched sales netote andthe acquingis expected to be frizhed  & before the end of September 2005 The acqusitons wl strengthen WWEP's R&D abies and producton soale aswell as eend ts marketing natant throughout China and Southeast Aci AONB has been woding dosely wih phamaceutcal research instiutes and has established ‘connections wih both cental local government  iikaatcri lie atau apres uae  ‘When this Stock moves - WATCH OUT! This is your chance to get it # vshile it is still love. Big watch in play this Friday morn  § Put WWEP on your railar's now.  ,Spam
../Data/Processed\Dredze Spam\2326.jpg,Fabulous Sex Toys  + Hypoallergenic 8 Dishwasher Safe High Quality Medical Grade Glass *Polariscope Tested To Ensure Integrity + Tempered For High Durability ) q 2  + Slicker Than Traditional Materials + Non-Porous Lubricants Last Longer + Recommencied By Doctors  + New Designs Weekly  + Free Pouch With Every Purchase  Made In USI 100% Hand Blown Pyrex Glass Dildos  ,Spam
../Data/Processed\Dredze Spam\2327.jpg,KOKO PETROLEUM (KKPT) THIS STOCK IS AN UNDISCOVERED STOCK GEM  A gowth company that is focused on the exploration and development of prolific oil and gas properties in the south easter United States  Cunent Price: LOS Watch out the stock go crazy on Tomonow Morning!  HUGE NEWS released MUST READ ACTNOW KOKO Petroleum Inc. (KKPT) issued an update on its working interest ievestment in two wells inthe prolific Bamett Shale Play located in northem Temas. The Bamett Shale is the Ingest natural gs play in Texas  It is presently producing 900 MIMCF of gas per day and is considered  one of the largest U.S. domestic natural gs plays with sizable remaining resouace potential. The fist Bamett Shale wells were drilled ancl completed in the early 1980s by Mitcell Energy of Houston Texas. According to  an in-depth 2004 sector report on the Bamett Shale developed by Morgan. Stanley (MWD) the Bamett Shale play is estimated to hold reserves in the non-core area that could be as high os 150 ECF per 1000 acres. The report estimated that because of the amount of gas available inthe area  successful wells n the Bamett Shale shouldbe economically vieble in almost any gas price environment. "The well logs are very encouraging  as were the wells they offet Our operator is very resounceftl and we should have these wells completed by the end of the year" says Ted Konus President of KOKO Petroleum Inc.  Conclusion: The Examples Above Show The Awesome Eaming Potential of Little Known Companies That Explode Onto Investor's Radar Screens; Many of You Are Aleady Familiar with This. Is KKPT Poised and Positioned to Do that For You? Then You May Feel the Tine Has Come to Act... And  Please Watch this One Trade Tomorrow! Go KKPT.  Poy sacks ae consideedighly spective ndmaybe mouinefor abut vary aggressive ess. This Profle swt ny Wy ainted wie are company. We tere compensated 3000 dons to dicots this epet.This  pon efor atatnmet md adretiing purposes only and shouldnt be used we ames rie ,Spam
../Data/Processed\Dredze Spam\2328.jpg,ae Se ae as low as $5.67  - Xanax as low as $2.47  - Valium as low as $3.42.  - Tramadol as low as $3.30  - Ultram as low as $3.33  - Soma as low as $0.88  - Meridia as low as $2.48  PLUS: - Human Growth Hormone - Pure Natural Hoodia  And many others.  CLICK HERE NOW ,Spam
../Data/Processed\Dredze Spam\2329.jpg,Date § Dec 2005 SYMBOL: — CDGT.OB Opening Price: $1.57  ‘Yes itis MOVING Monday could be even HUGHII News Alert  PRESS RELEASE™™"™PRESS RELEASE" PRESS RELEASE” Press Release Source: China Digital Media Comoration  China Digital Media Corporation Enters into a Memorandum of Understanding With the Provincial Television Station in China  Friday November 25 7:00 am ET  HONG KONG Nov. 26 Xinhua PRNewswire-FirstCall - China Digital Media Corporation ("Digimedia’) (OTC: CDGT- News; OTC Bulletin Board: CDGT - News) with its subsidiaries (together the "Group’) announced today the Group through its filiated partner ~ Guangdong HuaGuang DigiMedia Culture Development Limited ‘HuaGuang’) is entered into a memorandum of understanding (°MOU") to forrn a joint venture with a provincial level television station to set up an advertising agent firm in the western part of China. The first contract this joint venture willbe engaged is providing an exclusive advertising agent services for a provincial TV channel ‘which has coverage of aver 30 million TY audiences.  According ta the MOU HuaGuang will take a majority stake in the joint venture. Both parties target to finalize a cooperative agreement in coming weeks.  "This is an exciting experience to collaborate with the Provincial level television station and we believe that there will be more excited opportunities to work with them inthe future" said Mr. Daniel Ng Chairman and CEO of China Digital Media Corporation. "This new venture represents our continuous efforts fo expand ourself ina nationwide advertising agent network which can strengthen our competitive edge inthe Chinese television commercial industry."  GET IN NOWH! You know the old saying buy on the rumor and sell on the news. Once the news is out itis time to get ready for next valley.  CDGT.OB is also on The REG SHO Threshold lst This means someone is short the STOCK. Any significant volume spike in CDGT cauld yield drastic results. Ifthe people that are short have to cover they will he buying the shares fram you at higher prices. This makes this STOCK a TRIPLE PLAY for profits  For pennies you can participate in a STOCK that could yield results over  ‘and aver again just based on the trading patterns ifthe campany is  able to effectuate its business model.  WATCH OUTII We could see a GREAT STORY IN THE MAKING GOOD LUCK AND TRADE OUT AT THE TOP!  ,Spam
../Data/Processed\Dredze Spam\2330.jpg,We only sell premium watches. There's no battery in these replicas just like the real  ones since they charge themselves as you move  The second hand moves JUST like the real ones too  These original watches sellin stores for thousands of dollars. We sell them for much less  - Replicated to the Smallest Detail - 98% Perfectly Accurate Markings - Signature Green Sticker wi Serial Number on Watch Back - Magnified Quickset Date  - Includes all Proper Markings  Click here to see our huge exclusive collection!  ,Spam
../Data/Processed\Dredze Spam\2331.jpg,Dear Homeowner  You have been pre-approved for $400000 with a low fixed rate. Thus offer is being extended to you unconditionally and your credit is inno way a factor. To take advantage of this limited time opportunity just click the lnk below and complete the 45 second post approval form.  CLICK HERE FOR INSTANT ACTIVATION ,Spam
../Data/Processed\Dredze Spam\606.jpg,are  We tried contacting you awhile ago about your low interest mortgage rate You have been selected for our lowest rate in years  You could get over $460000 for as little as $350 a month!  Bad credit Bankrupcy? Doesn't matter low rates are fixed no matter  what!  To get a free no obligation CLICK HERE  Best Regards  ,Spam
